,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,HOUR_APPLY,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,term_payment_ord,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
4263,193229,0,1,1,1.0,63000.0,152820.0,16587.0,135000.0,1.0,1,1,1,-9684,-1885,-439,-1292,6,6,2,0.5047207685246976,0.5481251278797508,0.5100895276257282,2102304.0,1.0,-638.0,-668.0,5312745.0,5312745.0,3.0,5312745.0,27895.5,26050.5,3150.0,27895.5,4.0,5,-702.0,2,2.0,365243.0,-638.0,-510.0,0.0
4272,203239,0,1,1,1.0,270000.0,1546020.0,45333.0,1350000.0,1.0,2,1,1,-17320,-446,-5140,-851,5,14,43,0.34767728046884194,0.7456246706518938,0.3360615207658242,1588822.0,7.0,-110.0,-123.0,17278.29,17278.29,3.0,17278.29,157896.0,171445.5,0.0,157896.0,7.0,1,-320.0,5,1.0,365243.0,-290.0,365243.0,1.0
4275,147068,0,1,1,3.0,126000.0,612612.0,29601.0,495000.0,1.0,1,1,1,-10160,-2747,-1993,-2839,1,12,3,0.14168160585929612,0.3608197713127845,0.4543210601605785,1373351.0,4.0,-1089.0,-1077.0,9393885.0,4887.54,3.0,9393885.0,52650.0,49729.5,5265.0,52650.0,5.0,12,-1214.0,2,1.0,365243.0,-1179.0,-1022.0,0.0
4277,294170,1,1,1,2.0,112500.0,640080.0,31261.5,450000.0,1.0,1,1,2,-11619,-2303,-2005,-4005,5,18,4,0.2566603139679349,0.4644397306311482,0.25396280933631177,2592324.0,3.0,-576.0,-609.0,5979285.0,5979285.0,3.0,5979285.0,62955.0,56659.5,6295.5,62955.0,1.0,8,-690.0,5,1.0,365243.0,-636.0,-544.0,0.0
4294,288508,0,1,1,3.0,202500.0,855000.0,33259.5,855000.0,1.0,1,1,1,-16162,-4367,-657,-3118,1,8,3,0.4766657921810805,0.6538991607909351,0.14111510044661266,1597174.0,3.0,-861.0,-899.0,8395245.0,309.51,3.0,8395245.0,167310.0,186147.0,0.0,167310.0,1.0,15,-952.0,4,4.0,365243.0,-921.0,-736.0,0.0
4296,292385,0,1,2,1.0,360000.0,688090.5,37458.0,594000.0,2.0,1,1,1,-10021,-1787,-559,-2203,1,15,4,0.7209805416885504,0.6604024505929879,0.1694287272664794,2690308.0,13.0,-900.0,-908.0,15377.67,15377.67,3.0,15377.67,211464.0,211464.0,0.0,211464.0,5.0,6,-1291.0,3,1.0,365243.0,-1260.0,-743.0,0.0
4297,286862,0,1,2,1.0,306000.0,875749.5,29070.0,756000.0,2.0,1,3,1,-19847,-11337,-1162,-3330,1,10,17,0.6848433688844277,0.5957810573945916,0.6413682574954046,1052239.0,4.0,-844.0,-870.0,6442605.0,6442605.0,3.0,6442605.0,65533.5,65533.5,0.0,65533.5,6.0,3,-968.0,5,1.0,365243.0,-934.0,-631.0,0.0
4299,239947,0,1,1,1.0,135000.0,156384.0,16551.0,135000.0,4.0,2,1,1,-11391,-1193,-5478,-3492,3,11,8,0.4469605317960392,0.5824376831014871,0.3046721837533529,2751631.0,5.0,-560.0,-559.0,4712.4,4550805.0,3.0,4712.4,24210.0,25938.0,0.0,24210.0,6.0,6,-711.0,2,1.0,365243.0,-680.0,-521.0,0.0
4301,223702,0,1,2,2.0,225000.0,1125000.0,47794.5,1125000.0,1.0,2,1,1,-16500,-2382,-44,-44,4,14,4,0.8869716522753982,0.5398528377289878,0.5567274263630174,2158089.0,4.0,-192.0,-209.0,49683.96,49683.96,3.0,49683.96,496800.0,447120.0,49680.0,496800.0,6.0,4,-313.0,8,3.0,365243.0,-282.0,365243.0,0.0
4302,153844,0,1,2,1.0,157500.0,450000.0,32746.5,450000.0,1.0,1,1,1,-12915,-3174,-2361,-4277,2,9,4,0.2573067575146404,0.3694879097607043,0.20559813854932085,2794151.0,5.0,-2345.0,-2333.0,5884245.0,5884245.0,3.0,5884245.0,52155.9,50814.0,5216.4,52155.9,1.0,8,-2496.0,8,1.0,365243.0,-2465.0,-2189.0,1.0
4303,284154,0,1,2,1.0,135000.0,229500.0,12145.5,229500.0,1.0,1,3,2,-9818,-670,-1189,-2437,4,14,9,0.5028314329342463,0.5676581194927652,0.2807895743848605,2322513.0,2.0,-73.0,-80.0,9106605.0,9106605.0,3.0,15584265.0,137209.5,137209.5,0.0,137209.5,6.0,12,-138.0,8,3.0,365243.0,-103.0,-4.0,0.0
4305,286192,0,1,1,1.0,112500.0,351792.0,19215.0,252000.0,1.0,1,1,4,-9960,-122,-4301,-2621,4,12,3,0.7511468259877239,0.4050601908163398,0.4992720153045617,2247314.0,2.0,-649.0,-661.0,12288.06,12288.06,3.0,12288.06,74250.0,66271.5,14850.0,74250.0,1.0,9,-710.0,2,1.0,365243.0,-679.0,-613.0,0.0
4317,163585,0,1,2,1.0,135000.0,585000.0,32796.0,585000.0,2.0,1,1,1,-12195,-3035,-6297,-3133,6,10,14,0.5507234288599367,0.5601565407314156,0.8327850252992314,2546753.0,2.0,-1330.0,-1347.0,6747.66,6747.66,3.0,6747.66,27850.5,31828.5,0.0,27850.5,5.0,3,-1394.0,2,2.0,365243.0,-1360.0,-1203.0,0.0
4323,178326,1,1,1,1.0,157500.0,254700.0,21780.0,225000.0,1.0,1,2,1,-9259,-510,-241,-1894,6,14,28,0.0715875906844329,0.1579905343360023,0.1510075350878296,2736934.0,4.0,-116.0,-149.0,3902445.0,3902445.0,3.0,3902445.0,35496.0,35496.0,0.0,35496.0,3.0,8,-241.0,6,2.0,365243.0,-206.0,365243.0,0.0
4325,292020,1,1,1,2.0,67500.0,450000.0,36081.0,450000.0,1.0,1,1,1,-9950,-718,-4786,-2617,1,14,4,0.08845425300294857,0.07883194301524914,0.445396241560834,1735595.0,3.0,-2279.0,-2323.0,5229225.0,5229225.0,3.0,5229225.0,29205.0,26055.0,3150.0,29205.0,7.0,6,-2395.0,2,3.0,365243.0,-2339.0,-2199.0,0.0
4332,240095,0,2,2,3.0,157500.0,405000.0,20250.0,405000.0,2.0,3,1,1,-13132,-3831,-1780,-3012,6,13,4,0.4969267081547358,0.6862411872183428,0.622922000268356,1007173.0,11.0,-1921.0,-1940.0,4263525.0,4263525.0,3.0,4263525.0,35955.0,35559.0,3600.0,35955.0,1.0,3,-2252.0,5,2.0,365243.0,-2221.0,-1889.0,0.0
4334,249447,0,2,1,1.0,180000.0,270000.0,13500.0,270000.0,1.0,1,2,2,-8844,-200,-1727,-1520,3,3,3,0.1429039056788155,0.3214586393082459,0.18629294965553744,1084272.0,2.0,-386.0,-407.0,8697.51,8697.51,3.0,11992.23,123759.0,123759.0,0.0,123759.0,6.0,20,-452.0,5,3.0,365243.0,-416.0,-381.0,0.0
4335,136112,0,1,2,1.0,315000.0,728460.0,69295.5,675000.0,2.0,2,2,1,-12614,-1181,-6660,-4470,6,17,1,0.7095500424565053,0.7632062274248589,0.5280927512030451,1825655.0,7.0,-1235.0,-1237.0,3871485.0,3871485.0,3.0,3871485.0,33030.0,28593.0,6615.0,33030.0,3.0,6,-1452.0,8,2.0,365243.0,-1415.0,-1196.0,0.0
4340,259719,0,1,2,1.0,157500.0,639000.0,25339.5,639000.0,3.0,1,4,1,-21688,365243,-9985,-4864,3,11,6,0.8448082746695588,0.6236377314604319,0.4206109640437848,2095000.0,5.0,-895.0,-901.0,13699.98,13699.98,3.0,13699.98,118791.0,115731.0,11880.0,118791.0,7.0,0,-1046.0,8,1.0,365243.0,-1015.0,-738.0,0.0
4342,101096,1,1,1,1.0,112500.0,550980.0,35343.0,450000.0,1.0,1,2,1,-8824,-757,-1314,-1386,2,6,34,0.10020689561113462,0.035763480092538574,0.4578995512067301,2485906.0,1.0,-633.0,-637.0,7162155.0,7162155.0,3.0,7162155.0,30478.5,27427.5,3051.0,30478.5,5.0,15,-676.0,1,3.0,365243.0,-633.0,-541.0,0.0
4343,105453,0,1,2,2.0,270000.0,1125000.0,36292.5,1125000.0,1.0,1,1,3,-14252,-4670,-813,-2436,6,9,38,0.5922634678085419,0.5608676012164996,0.4365064990977374,1743920.0,6.0,-349.0,-364.0,30459015.0,17529075.0,3.0,30469.32,151767.0,158278.5,0.0,151767.0,7.0,12,-531.0,2,1.0,365243.0,-499.0,365243.0,0.0
4346,173143,0,1,2,1.0,135000.0,685012.5,33084.0,553500.0,3.0,1,1,1,-23197,365243,-670,-4942,4,12,6,0.8933173072180829,0.7229455192120475,0.6722428897082422,1079529.0,8.0,-8.0,-23.0,14653125.0,14653125.0,3.0,14653125.0,322366.5,322366.5,0.0,322366.5,1.0,1,-248.0,4,4.0,365243.0,-218.0,365243.0,0.0
4349,136139,0,1,2,1.0,225000.0,517927.5,55908.0,477000.0,2.0,1,3,1,-15995,-931,-3009,-3009,1,16,3,0.4782955777847133,0.5006907119397732,0.6058362647264226,1385169.0,3.0,-117.0,-128.0,11204.64,11204.64,3.0,11204.64,75096.0,80383.5,0.0,75096.0,4.0,12,-207.0,0,3.0,365243.0,-177.0,365243.0,1.0
4367,265080,0,1,2,1.0,90000.0,1157958.0,49189.5,1035000.0,1.0,1,1,1,-13836,-408,-3293,-3943,1,10,1,0.4828917865227492,0.5426274092876745,0.7180328113294772,1790754.0,5.0,-1775.0,-1797.0,15955425.0,15955425.0,3.0,15955425.0,146205.0,142438.5,14620.5,146205.0,7.0,12,-1926.0,8,3.0,365243.0,-1895.0,-1618.0,0.0
4369,263096,0,2,1,4.0,360000.0,540000.0,27000.0,540000.0,2.0,1,1,1,-14371,-362,-35,-4840,4,10,3,0.6973608273682047,0.553967765380652,0.5779691187553125,2523521.0,1.0,-2489.0,-2501.0,8420.85,8420.85,3.0,8420.85,85455.0,98145.0,0.0,85455.0,4.0,12,-2520.0,3,2.0,365243.0,-2489.0,-1971.0,1.0
4380,253510,0,1,2,2.0,225000.0,679500.0,28917.0,679500.0,1.0,1,1,1,-15192,-3372,-819,-4292,4,16,7,0.7978971352794162,0.6532505611398314,0.6496203111237195,2118534.0,1.0,-821.0,-834.0,77004.36,77004.36,3.0,77004.36,421942.5,435865.5,0.0,421942.5,6.0,0,-852.0,2,3.0,365243.0,-821.0,-669.0,0.0
4384,208584,0,1,2,3.0,90000.0,544491.0,16047.0,454500.0,1.0,2,1,1,-15577,-3280,-2737,-4395,1,6,1,0.5548295018493938,0.2376234560712956,0.4561097392782771,2106765.0,9.0,-1640.0,-1672.0,14967.54,54.27,3.0,14967.54,125550.0,121293.0,13500.0,125550.0,4.0,18,-1915.0,8,1.0,365243.0,-1880.0,-1604.0,0.0
4388,213518,0,1,2,2.0,90000.0,291384.0,20853.0,270000.0,1.0,2,1,1,-14536,-713,-3438,-4169,3,16,4,0.7977987623420899,0.38395575458557596,0.7992967832109371,2776776.0,9.0,-1306.0,-1311.0,15606.81,15606.81,1.0,15606.81,112500.0,136849.5,0.0,112500.0,2.0,1,-1576.0,5,2.0,365243.0,-1546.0,-1213.0,1.0
4391,227540,0,1,2,2.0,67500.0,450000.0,44640.0,450000.0,1.0,1,1,1,-15938,-960,-2112,-4239,1,9,1,0.6662788510890152,0.5378368639742329,0.5971924268337128,1956665.0,5.0,-232.0,-237.0,16442595.0,16442595.0,3.0,8409465.0,37890.0,44770.5,0.0,37890.0,3.0,5,-383.0,2,1.0,365243.0,-352.0,-225.0,0.0
4394,100009,0,1,2,2.0,171000.0,1560726.0,41301.0,1395000.0,2.0,2,1,1,-13778,-3130,-1213,-619,7,16,3,0.7747614130547695,0.7239998516953141,0.4920600938649263,1193310.0,2.0,-1450.0,-1458.0,17341605.0,17341605.0,3.0,17341605.0,110160.0,92488.5,22032.0,110160.0,1.0,4,-1511.0,2,1.0,365243.0,-1480.0,-1323.0,0.0
4396,242164,0,1,1,2.0,292500.0,765000.0,35577.0,765000.0,2.0,2,1,4,-9729,-1299,-271,-2400,2,10,4,0.4209867913586704,0.5043862212804762,0.5460231970049609,1806393.0,8.0,-1442.0,-1448.0,10052415.0,10052415.0,3.0,10052415.0,130725.0,94212.0,45000.0,130725.0,6.0,11,-1683.0,5,1.0,365243.0,-1652.0,-1317.0,0.0
4398,230323,0,1,2,1.0,135000.0,265851.0,14049.0,229500.0,1.0,2,3,1,-10279,-1590,-4363,-2930,5,3,4,0.5078848002641744,0.0009143391455696088,0.3672910183026313,2141299.0,1.0,-201.0,-221.0,196352505.0,196352505.0,3.0,18005445.0,177660.0,192901.5,0.0,177660.0,4.0,18,-232.0,5,3.0,365243.0,-201.0,-194.0,0.0
4403,121174,0,1,2,3.0,90000.0,1006920.0,40063.5,900000.0,1.0,1,1,1,-13433,-4190,-698,-4041,3,14,10,0.6621129805994316,0.6820640518196789,0.8528284668510541,1056824.0,4.0,-2416.0,-2490.0,11109.87,11109.87,3.0,11109.87,102644595.0,99999.0,10268595.0,102644595.0,7.0,12,-2537.0,8,3.0,365243.0,-2506.0,-2061.0,1.0
4415,147141,0,1,1,1.0,171000.0,354276.0,20466.0,292500.0,1.0,2,2,4,-11856,-249,-3095,-4507,3,9,23,0.2281199857678056,0.2708638727081095,0.39449540531239935,2332080.0,1.0,-2576.0,-2576.0,3973095.0,3973095.0,3.0,3973095.0,15705.0,13945.5,2205.0,15705.0,7.0,4,-2607.0,1,3.0,365243.0,-2576.0,-2481.0,1.0
4417,265224,0,1,2,2.0,135000.0,808650.0,23773.5,675000.0,4.0,1,1,1,-15001,-2790,-4294,-4441,1,14,44,0.5687318863880341,0.3629709888682018,0.4083588531230431,2331534.0,6.0,-1431.0,-1445.0,2790.27,2790.27,3.0,2790.27,17995.5,17266.5,1800.0,17995.5,6.0,15,-1612.0,0,2.0,365243.0,-1581.0,-1366.0,0.0
4430,227377,0,1,1,3.0,180000.0,755190.0,36459.0,675000.0,4.0,1,1,1,-11019,-2320,-9713,-3602,6,12,8,0.8102636587429923,0.7087630306754377,0.2793353208976285,1518162.0,2.0,-628.0,-640.0,4567275.0,4567275.0,3.0,4567275.0,49500.0,44550.0,4950.0,49500.0,2.0,3,-690.0,5,1.0,365243.0,-658.0,-321.0,0.0
4432,127389,0,1,2,1.0,117000.0,225000.0,23184.0,225000.0,3.0,1,1,1,-24132,365243,-10922,-3222,6,15,6,0.8410008061335352,0.6994927284422134,0.6178261467332483,1100698.0,3.0,-997.0,-1017.0,10003.77,10003.77,3.0,10003.77,67455.0,49455.0,18000.0,67455.0,1.0,8,-1097.0,2,2.0,365243.0,-1057.0,-958.0,0.0
4438,257327,0,1,1,3.0,157500.0,314100.0,16573.5,225000.0,2.0,1,1,1,-10715,-1054,-5024,-3375,3,18,8,0.17214066860479404,0.6225284394809415,0.30162489168411943,2536696.0,12.0,-600.0,-608.0,7128405.0,7128405.0,3.0,7190.91,63441.0,70141.5,0.0,63441.0,1.0,3,-961.0,5,1.0,365243.0,-930.0,-598.0,0.0
4451,244120,0,1,1,1.0,238500.0,454500.0,45868.5,454500.0,2.0,1,1,2,-10111,-956,-4470,-2672,5,9,23,0.34249918451520345,0.6897803736876951,0.6785676886853644,2095322.0,27.0,-1450.0,-1476.0,11612205.0,369.36,1.0,11612205.0,180000.0,215640.0,0.0,180000.0,1.0,4,-2260.0,16,1.0,365243.0,-2230.0,-1176.0,1.0
4461,163623,0,1,2,1.0,135000.0,1125000.0,32895.0,1125000.0,2.0,1,1,1,-17231,-2224,-6024,-770,6,7,4,0.5057283624807098,0.5046540772653156,0.4206109640437848,2039106.0,10.0,-1699.0,-1711.0,8617.77,8617.77,3.0,8617.77,91210.5,93064.5,9000.0,91210.5,1.0,4,-2000.0,11,2.0,365243.0,-1969.0,-1511.0,0.0
4479,166356,0,1,2,1.0,139500.0,454500.0,16321.5,454500.0,2.0,3,2,1,-11938,-881,-947,-2212,5,18,3,0.3120865469719681,0.3781022166255257,0.25259869783397665,1933883.0,10.0,-305.0,-309.0,16152345.0,16152345.0,3.0,16152345.0,143910.0,128700.0,43155.0,143910.0,2.0,13,-606.0,5,2.0,365243.0,-575.0,-237.0,0.0
4497,212442,0,2,1,3.0,225000.0,675000.0,33750.0,675000.0,1.0,2,1,1,-14848,-648,-8039,-4549,2,10,1,0.4497174316757865,0.7282139015749051,0.6263042766749393,1003132.0,9.0,-331.0,-302.0,28762.38,625.95,3.0,28762.38,308146.5,308146.5,0.0,308146.5,2.0,3,-602.0,5,3.0,365243.0,-571.0,-233.0,0.0
4500,265262,0,1,2,1.0,157500.0,938034.0,27558.0,783000.0,1.0,1,2,1,-16190,-1384,-9519,-4349,4,16,3,0.4494090095066184,0.4340959938492705,0.6577838002083306,1450528.0,5.0,-402.0,-414.0,10755.81,10755.81,3.0,10755.81,54810.0,55314.0,5481.0,54810.0,3.0,4,-554.0,2,2.0,365243.0,-522.0,-368.0,0.0
4507,228200,0,1,1,1.0,270000.0,284400.0,16456.5,225000.0,1.0,2,1,1,-16541,-7780,-949,-53,2,7,0,0.7958266688126047,0.7195779619427379,0.5673792367572691,2305796.0,1.0,-2746.0,-2746.0,5180.58,5180.58,3.0,5180.58,43150.5,38835.0,4315.5,43150.5,4.0,0,-2777.0,8,2.0,365243.0,-2746.0,-2529.0,0.0
4511,263892,0,1,2,1.0,90000.0,101880.0,10053.0,90000.0,2.0,1,2,1,-22686,-1595,-9427,-4998,3,3,15,0.784928082840361,0.4284374754314124,0.6940926425266661,2362862.0,12.0,-49.0,-57.0,7558.83,7558.83,3.0,7560.54,81000.0,81000.0,0.0,81000.0,6.0,11,-410.0,5,3.0,365243.0,-379.0,-45.0,0.0
4515,219766,0,1,2,2.0,135000.0,260640.0,26838.0,225000.0,1.0,1,1,1,-16701,-2904,-793,-240,1,17,4,0.4810401130912366,0.6670595255133158,0.6212263380626669,2516715.0,5.0,-380.0,-420.0,7721055.0,7721055.0,3.0,7721055.0,76455.0,76077.0,7645.5,76455.0,2.0,8,-531.0,5,1.0,365243.0,-500.0,-288.0,0.0
4519,271925,0,1,1,1.0,225000.0,453514.5,24732.0,391500.0,1.0,2,2,1,-13048,-1269,-7153,-4706,7,11,3,0.2325389574531017,0.5689188749802371,0.2910973802776635,1668804.0,4.0,-941.0,-948.0,4385.16,4385.16,3.0,4385.16,27405.0,21676.5,6750.0,27405.0,5.0,4,-1073.0,2,2.0,365243.0,-1031.0,-868.0,0.0
4520,259134,0,1,2,2.0,135000.0,835380.0,40320.0,675000.0,2.0,2,2,1,-10560,-1361,-3884,-3191,3,8,3,0.4291501599440341,0.4251260459771642,0.3825018041447388,1905963.0,6.0,-405.0,-407.0,16425.81,16425.81,3.0,16431.3,85905.0,90441.0,0.0,85905.0,5.0,9,-586.0,2,1.0,365243.0,-555.0,-402.0,0.0
4529,299610,1,1,2,1.0,108000.0,284400.0,22599.0,225000.0,1.0,1,4,1,-18258,-1247,-833,-1605,6,5,2,0.4767010733361278,0.5651662377458385,0.25946765482111994,1356388.0,1.0,-826.0,-840.0,67092885.0,67092885.0,3.0,11686.77,62604.0,65911.5,0.0,62604.0,3.0,15,-857.0,2,3.0,365243.0,-826.0,-818.0,0.0
4534,207307,0,1,2,1.0,157500.0,667237.5,36324.0,576000.0,2.0,2,1,1,-16297,-937,-315,-3697,5,12,20,0.4448507797736504,0.6402521867111396,0.6296742509538716,2225224.0,5.0,-154.0,-171.0,7838775.0,13500.0,3.0,7838775.0,174001.5,174001.5,0.0,174001.5,2.0,2,-304.0,4,4.0,365243.0,-274.0,365243.0,0.0
4535,107162,1,1,1,1.0,112500.0,269982.0,32170.5,238500.0,1.0,1,1,3,-10355,-712,-5085,-2858,6,15,24,0.11306517554859565,0.3294756233345253,0.3723336657058204,1443645.0,3.0,-1425.0,-1426.0,2636145.0,2636145.0,3.0,2636145.0,24930.0,25299.0,2250.0,24930.0,6.0,3,-1519.0,6,2.0,365243.0,-1485.0,-1091.0,0.0
4545,250682,0,1,2,3.0,90000.0,314100.0,15241.5,225000.0,1.0,1,4,1,-11745,-1863,-1789,-3926,2,17,15,0.4059714343371524,0.6131627388497951,0.1510075350878296,1728717.0,3.0,-508.0,-517.0,5193855.0,5193855.0,3.0,5193855.0,40005.0,40005.0,0.0,40005.0,1.0,12,-603.0,8,2.0,365243.0,-568.0,-289.0,0.0
4548,138909,0,1,2,1.0,202500.0,1026000.0,54792.0,1026000.0,1.0,1,1,1,-19587,-2908,-283,-3139,1,9,3,0.7078456129962151,0.42947128326963,0.5832379256761245,1926825.0,1.0,-2552.0,-2552.0,21189735.0,21189735.0,3.0,21189735.0,162121.5,74376.0,90121.5,162121.5,1.0,0,-2583.0,1,3.0,365243.0,-2552.0,-2458.0,1.0
4549,273181,0,1,1,1.0,202500.0,1288350.0,37800.0,1125000.0,1.0,1,3,1,-12021,-429,-6088,-4118,1,10,4,0.3915067372442464,0.7400101805855508,0.7449321846094795,2820672.0,9.0,-740.0,-756.0,7073775.0,7073775.0,3.0,7073775.0,65025.0,63670.5,6502.5,65025.0,5.0,1,-1011.0,8,3.0,365243.0,-980.0,-701.0,0.0
4553,240575,0,1,1,1.0,225000.0,450000.0,24412.5,450000.0,1.0,1,1,1,-12778,-4221,-782,-4843,2,10,19,0.15790835766915898,0.7666389391467826,0.2735646775174348,1626480.0,1.0,-394.0,-404.0,6131655.0,6131655.0,3.0,6131655.0,111780.0,135387.0,0.0,111780.0,3.0,6,-426.0,4,4.0,365243.0,-394.0,-331.0,0.0
4561,151064,0,1,2,1.0,121500.0,619254.0,24687.0,553500.0,1.0,3,1,1,-16187,-8990,-7664,-43,4,15,8,0.7968502739056089,0.3230347044395145,0.5442347412142162,1391818.0,19.0,-1758.0,-1760.0,7521615.0,7521615.0,3.0,7521615.0,140395.5,134554.5,28080.0,140395.5,6.0,14,-2329.0,4,1.0,365243.0,-2298.0,-1600.0,1.0
4573,154663,0,1,1,2.0,292500.0,675000.0,49401.0,675000.0,1.0,1,1,1,-13899,-2835,-7953,-4417,4,6,3,0.527049598318035,0.5983693760001325,0.6528965519806539,1369797.0,3.0,-319.0,-336.0,15148755.0,15148755.0,3.0,15148755.0,77076.0,81144.0,0.0,77076.0,1.0,0,-410.0,2,1.0,365243.0,-379.0,-257.0,0.0
4574,187030,0,1,1,1.0,180000.0,408780.0,15538.5,337500.0,1.0,1,1,1,-12194,-1046,-2082,-4292,4,13,4,0.13506937957860227,0.6419075984613569,0.3360615207658242,2141685.0,3.0,-1366.0,-1369.0,6755265.0,6755265.0,3.0,6755265.0,124866.0,124866.0,0.0,124866.0,5.0,1,-1457.0,15,4.0,365243.0,-1426.0,-845.0,0.0
4576,139747,0,1,2,2.0,112500.0,260640.0,26707.5,225000.0,1.0,1,1,1,-15182,-4215,-4800,-4550,2,9,2,0.7050776758383575,0.4945461380443175,0.7610263695502636,1747462.0,5.0,-1750.0,-1796.0,12060.18,12060.18,3.0,12060.18,114885.0,113400.0,11700.0,114885.0,4.0,0,-1902.0,5,1.0,365243.0,-1870.0,-1591.0,0.0
4587,121796,0,1,2,3.0,270000.0,797557.5,26487.0,688500.0,1.0,1,3,1,-15497,-4081,-7371,-1264,2,12,1,0.6163434501545254,0.10836763248337676,0.08904388274986882,2287295.0,5.0,-1941.0,-1965.0,76162905.0,76162905.0,3.0,10679985.0,104832.0,103689.0,10485.0,104832.0,3.0,4,-2092.0,5,1.0,365243.0,-2061.0,-1934.0,0.0
4592,157313,0,1,1,1.0,67500.0,295168.5,13131.0,238500.0,3.0,1,1,1,-23310,365243,-2670,-2392,1,10,6,0.5286247620772827,0.6280363084812901,0.7136313997323308,1518554.0,6.0,-2346.0,-2341.0,8377155.0,8375.31,3.0,8377155.0,77395.5,75402.0,7740.0,77395.5,1.0,2,-2527.0,8,3.0,365243.0,-2496.0,-2220.0,1.0
4597,114072,0,1,2,1.0,67500.0,544491.0,16047.0,454500.0,3.0,1,5,1,-22456,365243,-2457,-4285,3,17,6,0.7956844381001219,0.6840854534497526,0.7032033049040319,1891346.0,12.0,-1996.0,-1994.0,10667.07,10638135.0,3.0,10751535.0,117368235.0,117760.5,10214235.0,117368235.0,5.0,3,-2357.0,5,4.0,365243.0,-2326.0,-1991.0,1.0
4602,143841,0,1,2,1.0,157500.0,107820.0,7798.5,90000.0,1.0,1,1,3,-14760,-4006,-1127,-5225,5,13,3,0.6815181347663652,0.7007140097470667,0.6658549219640212,2584101.0,2.0,-411.0,-469.0,3719.88,3719.88,3.0,3719.88,40725.0,36652.5,4072.5,40725.0,7.0,12,-481.0,5,1.0,365243.0,-441.0,-350.0,0.0
4606,160234,0,1,2,1.0,243000.0,512446.5,40486.5,463500.0,2.0,2,1,1,-12336,-469,-923,-2410,7,9,16,0.4334930032367058,0.21132324582303,0.5334816299804352,1894987.0,1.0,-354.0,-365.0,19742445.0,19742445.0,3.0,19742445.0,239913.0,239913.0,0.0,239913.0,6.0,0,-386.0,4,2.0,365243.0,-354.0,-322.0,0.0
4607,266994,1,1,1,1.0,126000.0,640080.0,31261.5,450000.0,2.0,4,5,1,-21510,-10399,-1145,-4989,1,9,2,0.3076951917990891,0.2606706573111931,0.2793353208976285,2071113.0,1.0,-772.0,-777.0,5938245.0,5938245.0,3.0,5938245.0,28822.5,30343.5,0.0,28822.5,3.0,9,-803.0,2,2.0,365243.0,-772.0,-698.0,0.0
4608,269846,0,1,2,3.0,99000.0,288873.0,22950.0,238500.0,1.0,2,1,1,-11032,-236,-303,-489,4,11,3,0.2593730066940934,0.5617991426955606,0.10411991642915908,2729582.0,4.0,-165.0,-167.0,6288.3,6288.3,3.0,6288.3,52402.5,52402.5,0.0,52402.5,3.0,0,-288.0,8,1.0,365243.0,-255.0,365243.0,0.0
4609,195788,0,1,1,1.0,202500.0,679500.0,27076.5,679500.0,1.0,1,1,1,-11305,-2970,-542,-3624,7,7,10,0.2146820276363527,0.4906873705176401,0.6512602186973006,2500530.0,8.0,-569.0,-586.0,4933.17,4933.17,3.0,4933.17,41220.0,44847.0,0.0,41220.0,5.0,1,-814.0,8,3.0,365243.0,-779.0,-504.0,0.0
4615,107235,0,1,1,1.0,99000.0,1022022.0,43429.5,913500.0,1.0,1,1,1,-18099,-2611,-6356,-1645,5,10,3,0.5573999430639435,0.6359700122001392,0.8297501422395771,1470041.0,5.0,-1041.0,-1093.0,5883795.0,5883795.0,3.0,5883795.0,62995.5,62995.5,0.0,62995.5,3.0,14,-1192.0,5,3.0,365243.0,-1161.0,-978.0,0.0
4617,268577,0,1,1,1.0,103432.5,450000.0,12375.0,450000.0,2.0,1,3,1,-8825,-1289,-1365,-1510,3,14,22,0.17932680751021446,0.5928654618801965,0.4561097392782771,2198824.0,2.0,-1036.0,-1031.0,5330.52,5330.52,3.0,5330.52,117697.5,117697.5,0.0,117697.5,5.0,9,-1097.0,4,4.0,365243.0,-1066.0,-346.0,0.0
4620,251168,0,1,2,1.0,135000.0,180000.0,8788.5,180000.0,4.0,1,3,1,-18650,-10169,-10247,-2190,1,10,9,0.6677395635616753,0.6656642241881816,0.7062051096536562,2707706.0,4.0,-741.0,-787.0,9576855.0,9576855.0,3.0,9576855.0,76540.5,83277.0,0.0,76540.5,7.0,18,-862.0,8,1.0,365243.0,-831.0,-645.0,0.0
